Plate,labPerson,labPeriod,gid,Low intensity (by feeling),Weird chromatogram,Splitted peaks/very bad chr,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24
5,Y,2,J2_2,NO,NO,NO,18086,56031,21021,2831935,43942,635442,59863,2735172,1365022,732451,99469,128634,42460,2355306,293456,375741,119393,1437343,278387,40611,76252,12887,250514,212650
5,Y,2,J2_3,NO,NO,NO,23061,100220,23914,5416191,43837,1233621,95789,5234902,2676498,1418853,191001,241794,66592,4633782,553432,711931,224093,2793363,525225,72672,135594,23256,469665,396715
5,Y,2,J3_1,NO,NO,NO,23442,98656,28288,4956332,51086,1113801,91073,4675183,2451412,1257614,162657,204023,59812,3988064,481776,633814,181355,2321460,433543,56774,106627,20674,386137,328098
5,Y,2,J3_2,NO,NO,NO,13719,51188,21540,2879459,29534,637697,54032,2830823,1390867,746350,96113,117855,38035,2421088,292415,385492,115008,1506814,288020,42972,74615,17419,268745,213296
5,Y,2,J3_3,NO,NO,NO,11837,40760,13926,1889874,25836,428387,40122,1809797,924803,487693,70139,82090,27873,1532633,193774,252469,82099,931969,191796,33402,54108,14750,168332,148565
5,Y,2,B1_1,YES,NO,NO,5572,34179,9054,1090668,12187,369174,27054,1112574,627282,414375,55963,53911,23188,892475,145848,241364,63093,691763,134040,29381,43575,12659,117163,136323
5,Y,2,B1_2,NO,NO,NO,15185,127572,21039,4014816,40828,1343836,89074,3958671,2303744,1458634,187681,184565,64465,3142371,484512,835346,197163,2324076,395671,70681,112772,33840,330650,387906
5,Y,2,B1_3,NO,NO,NO,14858,106230,22554,3426330,34232,1150416,75705,3415658,1962826,1268357,170987,149372,48495,2754419,424032,710324,170156,2119450,405952,63484,117406,33043,343505,398671
5,Y,2,B2_1,NO,NO,NO,22209,150498,28645,4565449,56193,1528628,110862,4353967,2613380,1616374,224650,205895,63616,3441153,531833,911918,200325,2492078,413147,64833,112940,25051,345178,401522
5,Y,2,B2_2,NO,NO,NO,9779,57426,10199,1684738,16819,554010,36928,1682495,945882,615410,77071,69966,18911,1357798,201595,326214,78379,1005242,179619,30775,54444,15282,148847,170782
5,Y,2,B2_3,NO,NO,NO,10649,72459,18867,2308152,31287,780682,56234,2331890,1313335,869414,110387,108233,35283,1857341,292859,483722,116965,1412769,266040,40224,75561,18318,231449,272990
5,Y,2,stand_01,NO,NO,NO,17874,86363,16326,3023181,27622,778158,87795,2892811,1567640,780975,112010,199382,48365,2394230,318051,499227,157512,1627129,239218,67785,83027,22471,236152,210744
5,Y,2,stand_02,NO,NO,NO,13990,81469,16803,2878748,28234,742462,84078,2789131,1488914,758325,114526,196106,55051,2318625,321634,492701,208070,1640927,264580,88991,266228,16659,283945,245548
5,Y,2,stand_03,NO,NO,NO,8260,36190,7859,1304069,15368,325960,34792,1286088,666286,338165,45164,80474,16776,1055834,136945,210788,68066,728860,115286,38336,44529,11641,116527,105719
5,Y,2,stand_04,NO,NO,NO,14100,77689,18969,2709421,31084,686113,76330,2676512,1396051,714268,95453,176147,46935,2207492,294994,456826,149408,1543344,248009,59634,91338,19885,253821,230253
5,Y,2,stand_05,YES,NO,NO,8776,24845,8660,797885,11666,203555,25393,778182,406189,207808,33889,58028,18336,637267,97929,145165,58391,456966,86583,33328,38397,9131,85490,82200
5,Y,2,stand_06,NO,NO,NO,18677,112770,18522,3915735,31148,1008048,110443,3729149,2035262,1012963,146727,262695,66549,3086735,423194,669822,221206,2124882,324552,81783,113412,32596,317788,279498
5,Y,2,stand_07,NO,NO,NO,17668,88958,14123,3061429,25532,784233,91092,2890084,1565336,785216,113632,204174,49168,2370708,321038,505036,157639,1615793,234373,53519,79609,18932,229469,203335
5,Y,2,stand_08,NO,NO,NO,11735,58361,13503,2223284,22743,555210,58971,2186302,1132604,570892,79107,137001,32868,1793189,234370,362081,125050,1249424,206462,52969,77250,16108,202245,180742
5,Y,2,stand_09,NO,NO,NO,10236,52485,17062,1893753,15595,477742,50408,1844906,949497,486946,67471,117073,27631,1493128,194446,316497,114883,1027816,159136,52047,63587,14265,157258,141279
5,Y,2,stand_10,NO,NO,NO,13563,65750,11988,2340287,26823,593321,66006,2282084,1190535,602725,81296,149961,38052,1860809,250551,392896,129840,1288641,197607,47121,69058,15211,196688,171150
5,Y,2,stand_11,NO,NO,NO,9918,47200,9771,1799279,22182,444826,49026,1787944,912373,464725,64071,109790,29004,1460297,192533,294220,94822,1032119,170417,45206,66737,11396,173134,153858
5,Y,2,stand_12,NO,NO,NO,17999,87804,17397,2889981,31548,750103,88631,2732591,1479914,741443,108847,193975,51655,2242387,306827,475788,151565,1524583,225646,53171,77385,18840,222800,198907
5,Y,2,stand_13,NO,NO,NO,18415,109208,17916,3707648,31499,954572,104238,3553130,1934794,966227,140471,241781,55990,2954450,389270,603377,192818,2033523,313653,66101,109677,27236,310039,285161
5,Y,2,stand_14,NO,NO,NO,21494,123519,20715,4286813,36123,1102153,124119,4112445,2236528,1110455,154413,281976,64068,3404183,445807,692284,221866,2311539,333514,68278,114107,23403,334872,296118
5,Y,2,E1_1,NO,NO,NO,11587,56094,14246,2025020,17969,444740,48831,2530880,1241225,589051,68636,104511,32818,2031185,224457,383569,91620,1325876,188731,39186,62909,9960,215817,164480
5,Y,2,E1_2,NO,NO,NO,15248,85915,19053,3328260,26752,744185,75023,4111971,2043254,968487,115861,169530,47933,3256719,365714,614758,155939,2092315,300326,71826,100395,17093,338916,260187
5,Y,2,E1_3,NO,NO,NO,13046,97643,15809,3500508,31777,804781,84489,4344102,2180757,1044661,125355,188280,55880,3464404,382124,643456,157148,2202180,305857,63094,95819,17360,338335,272504
5,Y,2,E2_1,NO,NO,NO,20393,138522,27871,4949468,43105,1129960,124865,5918401,3090392,1433535,177188,262057,72777,4726661,520955,888454,203159,2891657,366931,65535,103172,25023,401050,315431
5,Y,2,E2_2,NO,NO,NO,20289,136318,24036,4793381,45593,1117007,125707,5757535,2976578,1408633,174555,265248,80163,4592327,522048,869524,208783,2840009,387672,66733,106972,31904,411035,322669
5,Y,2,E2_3,NO,NO,NO,12883,79475,16887,3066357,25954,679688,68880,3775271,1896104,888446,113347,156985,50510,3007158,336367,581141,149477,1962531,287959,67366,91928,16955,319766,249324
5,Y,2,E3_1,NO,NO,NO,13853,87794,22022,3081540,38492,701237,80842,3733475,1864408,891352,108752,164295,50541,2928016,328002,550541,128219,1828273,243682,44314,69073,10651,272413,214462
5,Y,2,E3_2,NO,NO,NO,15687,95125,20672,3401785,36840,771922,83478,4145762,2092976,993595,131640,182396,61048,3299902,385639,644891,169939,2114395,314594,81691,106305,20178,334542,268836
5,Y,2,E3_3,NO,NO,NO,10002,65548,14847,2580480,19617,565501,52739,3204757,1576092,750590,86490,118886,34607,2544369,265143,466277,104202,1626829,218978,45789,70818,13673,251779,200516
5,Y,2,G1_1,NO,NO,NO,13406,55927,19091,1931390,31219,530287,68625,3407886,1867166,852813,117452,185111,40774,3806152,399687,534987,140759,2216895,267268,58022,85833,21655,239716,229917
5,Y,2,G1_2,NO,NO,NO,8273,38112,13168,1427861,19596,374172,46576,2615523,1338363,639834,78180,127062,28231,2895531,293038,391927,103080,1754543,221868,41965,72804,13747,225574,202067
5,Y,2,G1_3,NO,NO,NO,12086,29160,17552,1039627,16347,279057,35859,1971542,982699,482513,59437,97547,27439,2190383,222517,295368,83746,1315025,168284,41313,59833,12164,167846,153245
5,Y,2,G2_1,NO,NO,NO,6916,28832,10769,1229248,18314,325757,41664,2311983,1183660,571703,67431,112559,29595,2581441,267634,352388,100490,1565595,213646,36032,64826,14403,208991,192509
5,Y,2,G2_2,NO,NO,NO,10001,43344,11226,1582705,21421,431605,52434,2845680,1531998,716607,89936,148927,33634,3174468,325822,439785,121436,1850323,224590,38858,68592,14981,213616,190960
5,Y,2,G2_3,NO,NO,NO,6369,29598,7529,1043224,20252,276487,34873,1922471,997748,475952,56719,99117,23801,2135369,226878,296038,87553,1290825,170242,27302,51548,9470,167648,148842
5,Y,2,G3_1,NO,NO,NO,8990,50248,14863,1386047,25678,353903,61994,1894899,1019683,484781,69459,159815,33867,2002942,247340,400053,138050,1606467,168179,43557,65263,12377,218553,145858
5,Y,2,G3_2,NO,NO,NO,18116,114867,26099,3174568,52145,841831,137450,4266749,2444531,1119313,180562,378124,81190,4617517,579064,951230,316112,3566558,352358,107776,141426,36217,420483,280051
5,Y,2,G3_3,NO,NO,NO,9589,60776,9790,1953305,20746,488143,72406,2814468,1476674,699718,99332,224696,42253,3057994,357184,586899,206125,2469684,262407,87884,115279,27052,341456,224825
5,Y,2,F1_1,NO,NO,NO,18520,66181,22322,3669040,35248,879130,81135,3961185,2615590,1180078,183591,205144,60409,4250963,548593,902630,199527,3192792,347496,63065,110250,19915,385644,305726
5,Y,2,F1_2,NO,NO,NO,18902,61797,26132,3539361,40705,843250,84320,3905184,2523120,1157515,176091,212230,71648,4199913,551396,906716,216888,3213599,375126,69539,117892,21029,418262,333791
5,Y,2,F1_3,NO,NO,NO,11647,26845,14601,1641158,23288,376162,31870,1843733,1145616,527217,75598,82723,26603,1930055,242258,397716,90839,1463261,172543,42775,59461,12740,193228,151234
5,Y,2,F2_1,NO,NO,NO,12479,33195,18313,1970003,22389,451976,42634,2259273,1364635,640765,91029,109394,36868,2363686,302111,497788,116199,1888845,221914,42766,79602,17575,275210,199749
5,Y,2,F2_2,NO,NO,NO,10324,30320,11522,1769678,14728,401471,32193,1971949,1196580,559358,77995,89935,22508,2042564,255479,430849,104171,1639956,200973,36532,72186,12313,241161,185028
5,Y,2,F2_3,YES,NO,NO,8043,23219,11144,1298235,14960,302381,28788,1424121,881848,406515,61555,71872,23543,1462696,191179,318154,85977,1113594,132595,36629,50078,13268,149991,120118
5,Y,2,F3_1,NO,NO,NO,11778,27616,10697,1625427,20115,359303,37182,1810260,1101671,503782,74173,91999,30366,1847487,239919,390765,93306,1401339,155151,31549,49714,8705,180527,136568
5,Y,2,F3_2,YES,NO,NO,5733,17756,14195,702054,12354,163595,21494,783245,468477,214415,37616,41224,19012,787230,103385,174945,51769,602528,73832,27712,34039,6574,87296,74354
5,Y,2,F3_3,NO,YES,NO,11865,43589,16009,2445705,33500,556194,59617,2739427,1682315,769154,116061,142624,46044,2844351,359934,606662,148642,2220081,260406,52696,87433,21428,309308,232752
6,Z,2,C1_1,NO,NO,NO,8446,40835,21972,2617630,24091,445908,26818,1935661,1109441,370121,66528,47156,24121,1287703,147028,371636,81410,985583,170528,63441,68838,15129,227016,167191
6,Z,2,C1_2,NO,NO,NO,9146,38981,17150,2507331,17755,428259,27296,1843961,1063422,355494,60301,43087,22783,1230023,133193,347411,60578,939651,156390,33342,55054,7559,218730,151584
6,Z,2,C1_3,NO,NO,NO,25061,107908,42920,6745195,51256,1169567,73715,5220458,2975988,1014783,155455,120459,50605,3634724,393899,982293,182211,2824149,481071,78952,151912,26785,663545,458578
6,Z,2,C2_1,NO,YES,NO,7954,27600,12386,1665746,16689,282964,20274,1264426,702059,240837,39424,29234,13882,841806,86923,241101,39284,676404,112212,28792,41003,6406,165440,112459
6,Z,2,C2_2,NO,NO,NO,7288,22511,15835,1504040,13575,252424,19660,1140000,629206,215789,34140,28652,22215,746523,90252,226557,53764,578415,106534,36803,39680,9131,136863,92305
6,Z,2,C2_3,NO,NO,NO,21610,108091,32780,6219749,40762,1089970,68047,4544563,2664793,886140,140506,115683,42663,3084778,327564,853889,149074,2272988,352623,65274,112988,19134,479469,341028
6,Z,2,C3_1,NO,NO,NO,10254,48553,14978,3001560,16802,502180,30564,2275786,1291728,428018,72703,54758,26737,1551599,170552,440199,91390,1214380,204709,67295,79576,13206,284191,195753
6,Z,2,C3_2,NO,NO,NO,14799,68698,19301,3901581,20879,671524,39861,2789650,1637427,534862,88217,61934,20674,1863580,187076,498508,84565,1336068,208507,47186,64800,11321,281321,197609
6,Z,2,C3_3,NO,NO,NO,25447,144450,38448,8324166,50577,1453024,92090,6103403,3603056,1180221,205703,164169,64921,4183723,453981,1156720,222512,3047973,490389,135989,172715,30650,641709,461498
6,Z,2,A1_1,NO,NO,NO,26809,181237,33211,6668377,44416,1273332,124662,4683792,3196468,967096,182157,196144,68021,3208640,340307,785610,178921,1779154,319197,100544,138697,19860,344580,268646
6,Z,2,A1_2,NO,NO,NO,14369,98108,18990,3895906,22949,733544,63272,2827434,1870376,574254,104098,101433,32950,1932053,197238,461715,102198,1104933,200000,72006,107263,13713,233007,183455
6,Z,2,A1_3,NO,NO,NO,20837,130159,18911,4855246,39867,910426,82186,3407306,2303587,692206,120984,126223,34556,2285074,226065,540642,112360,1234828,213401,69464,91924,14801,239209,186622
6,Z,2,A2_1,YES,NO,NO,4154,28447,9474,1022003,10977,192482,21815,670052,471351,137431,28573,33012,15748,435289,55437,126578,31990,232359,42148,24120,23684,4777,42845,37736
6,Z,2,A2_2,NO,NO,NO,18125,115695,23448,4308712,27920,814221,77774,3061954,2039953,625078,112841,116525,37816,2076792,215447,489672,106324,1166326,206963,61871,93110,12365,237905,183335
6,Z,2,A2_3,NO,NO,NO,26157,170395,27814,6196509,38783,1180283,117586,4152369,2929215,859918,148479,173722,57939,2812367,283995,690213,135140,1499212,232315,43214,88564,10633,262449,192540
6,Z,2,A3_1,NO,NO,NO,15564,106597,24797,3943628,26149,764977,75400,2670674,1876074,563120,111390,115704,45651,1819101,192796,465840,104181,1001170,176932,58943,82655,10073,191960,155116
6,Z,2,A3_2,NO,NO,NO,31963,228640,39652,8337040,47340,1613403,159760,5574407,3984188,1175789,209352,233034,74397,3829585,395952,938734,192370,2060996,343277,72186,132835,19634,380853,289063
6,Z,2,A3_3,NO,NO,NO,13451,75397,14004,3035141,21444,567034,48071,2195434,1460000,448367,77120,78827,24881,1502226,158160,358811,85219,861398,164317,66041,78794,12274,183407,141750
6,Z,2,D1_1,NO,NO,NO,10335,49457,20010,2330532,19027,326245,37652,2603746,1095315,424127,52333,87176,26395,1807962,164119,268907,77274,1085683,180774,42380,66966,10912,234991,150796
6,Z,2,D1_2,NO,NO,NO,23063,169387,29324,7131556,39243,1068733,122689,7648502,3348776,1297641,146974,311674,65605,5328903,466060,780446,236603,2960857,461711,75363,142678,18907,551616,361305
6,Z,2,D1_3,NO,NO,NO,6313,28974,9814,1419021,9682,197953,20419,1583481,660207,261014,28726,57299,17994,1096390,111032,174326,69561,660929,125494,36892,44943,9369,143738,96833
6,Z,2,D2_1,YES,NO,NO,4127,22522,11985,1194986,10319,166169,18865,1295620,553937,214181,27738,43994,17933,874247,80031,136704,39932,509778,82864,21460,29290,3662,103050,66568
6,Z,2,D2_2,YES,NO,NO,6831,21677,22192,737934,15740,109816,20875,830460,348616,137340,21118,34490,18525,566683,60435,94853,31935,347269,58477,20351,27560,4723,74669,53685
6,Z,2,D2_3,NO,NO,NO,22887,154307,32238,6618144,40924,996137,115383,7192184,3130502,1225892,143669,288663,72617,5050083,451955,756451,223789,2853369,433867,85079,145496,19253,531276,345561
6,Z,2,D3_1,NO,NO,NO,8187,44051,14984,1988983,18587,286168,31491,2209338,931931,365197,40706,77992,22577,1534540,141012,225030,68332,912370,160300,30682,50885,9158,197947,126103
6,Z,2,D3_2,YES,NO,YES,1878,8627,9009,195232,5873,27263,7087,213466,87996,34650,5083,8884,7122,138453,16165,24154,7667,76767,13233,9802,11295,2583,17533,15520
6,Z,2,D3_3,NO,NO,NO,42947,259727,49072,10884384,84881,1630530,192899,11400019,5126218,1938428,252227,475658,119542,7889830,725543,1222066,366996,4377088,698833,155895,223139,28860,824046,545014
6,Z,2,H1_1,NO,NO,NO,16527,118449,19110,3844762,39513,962346,141278,4961015,3032175,1279330,202086,395604,82897,5398644,649050,1155613,332686,4173598,399846,97354,145947,32121,493188,343941
6,Z,2,H1_2,NO,NO,NO,15437,104660,16174,3357192,35343,838562,124805,4340614,2622301,1124855,170834,348334,73468,4681142,571375,1008656,299670,3645383,367901,88227,143177,30518,449972,317104
6,Z,2,H1_3,NO,NO,NO,13721,93900,13640,2997017,32143,751075,111269,3843690,2347441,986817,153302,297722,60680,4112474,492057,898556,256678,3191859,303791,81468,124214,26609,379128,265616
6,Z,2,H3_1,NO,NO,NO,22315,110450,26345,4187184,49832,1120038,143487,7083305,4382676,1816363,260934,359965,86063,8252194,861544,1256694,289877,4795822,614262,85147,171405,29826,530319,537899
6,Z,2,H3_2,YES,NO,NO,5738,16847,13867,566104,14727,150729,24296,1002167,571608,253561,40567,52785,23082,1133738,127237,189936,55076,704120,102434,34451,42109,6011,94587,98166
6,Z,2,H3_3,NO,NO,NO,9031,29164,16154,1252595,24666,324781,41464,2251510,1246053,550193,83728,104258,37588,2515923,273812,396005,103400,1565321,231729,55498,92841,11050,215321,214081
6,Z,2,I2_1,YES,NO,NO,4945,22191,11323,612814,6850,178248,21153,1086528,428493,319443,36209,48340,18819,960983,134547,186438,63059,718544,134988,44211,50517,11100,120924,149993
6,Z,2,I2_2,NO,NO,NO,8232,52661,14960,1764512,25725,442336,52499,2898903,1155524,790525,79599,113782,36033,2509872,321638,432436,118150,1787253,313351,48432,110071,17703,296209,318982
6,Z,2,I2_3,NO,NO,NO,6645,47434,9917,1443072,16814,406746,48847,2482477,999791,735263,76825,101286,34576,2159976,296285,401824,109035,1566869,280928,61168,83699,16354,253701,294340
6,Z,2,I3_1,NO,NO,NO,7974,65226,11792,1686217,26294,493826,64433,2718819,1154075,826506,98984,126739,46966,2291717,335102,450000,124252,1575821,300869,61853,87635,20663,245114,306647
6,Z,2,I3_2,NO,NO,NO,4670,25277,6781,765938,11246,211284,23840,1331918,530648,386383,41107,48318,14829,1146817,154924,216701,60385,857876,159981,41300,60169,11728,146961,173342
6,Z,2,I3_3,NO,NO,NO,13906,123179,21338,3473983,38101,998693,113263,5955713,2447620,1786081,191009,245451,66043,5251937,726963,941123,258744,3779531,736265,136295,208292,47501,618815,775058
6,Z,2,J1_1,NO,NO,NO,15556,48224,17388,2756532,27090,610486,48706,2480851,1380542,668818,95575,106447,33997,2136558,270253,370408,114128,1278185,270028,41413,69906,13678,229790,204815
6,Z,2,J1_2,NO,NO,NO,11639,40994,15491,2215437,21660,486082,36387,2057383,1112751,556234,74776,86889,27868,1806813,230287,299585,91762,1136175,256086,29613,62868,11073,220096,191565
6,Z,2,J1_3,NO,NO,NO,14939,47150,20834,2961881,25256,636769,45626,2738754,1446632,722670,103454,109885,30464,2358355,292535,401939,121905,1513452,323454,46171,85479,12351,282904,237256
6,Z,2,J2_1,NO,NO,NO,31357,136081,34124,8177854,56877,1824649,131450,7604647,4191620,2074788,288664,331113,93854,6783231,851105,1118140,353497,4087786,877008,118814,218073,42507,732652,646041
6,Z,2,J2_2,NO,NO,NO,20889,87381,22565,5069126,40933,1124862,83712,4740816,2566540,1279520,179813,205759,59274,4185455,510881,697390,205333,2567305,515645,78419,140522,20886,446535,385099
6,Z,2,J2_3,NO,NO,NO,21821,85636,21338,5175791,39677,1148976,82968,4775866,2634564,1290761,187215,210999,63056,4206773,520429,712616,215199,2509248,503989,89951,143059,24170,424503,374682
6,Z,2,J3_1,NO,NO,NO,16053,69084,21923,4038704,31306,882263,70185,3738083,1978148,991687,131602,159536,53742,3131602,390545,548966,167697,1879255,385139,67582,100295,19370,326814,283177
6,Z,2,J3_2,NO,NO,NO,7987,20908,11147,1388422,11936,325720,24485,1687944,911128,456965,59597,64056,22418,1697100,203340,301240,83227,1202876,255397,28500,64374,10021,244568,200552
6,Z,2,J3_3,NO,NO,NO,10873,43684,16967,2333071,27115,492104,40714,2113029,1131252,545025,79288,95836,38505,1749762,242747,344138,110185,1109553,254671,50957,69022,16355,217596,181945
6,Z,2,B1_1,NO,NO,NO,6793,36944,11872,1286201,19636,418863,32988,1247048,764737,460016,61899,54683,22593,1015147,159566,281582,62323,783858,162456,17008,44256,9347,135272,168969
6,Z,2,B1_2,NO,NO,NO,16273,138097,21818,4764825,40408,1562056,99799,4421543,2800085,1630291,229969,203181,65554,3566885,541454,987382,216479,2613652,470642,63925,120850,30210,376721,459762
6,Z,2,B1_3,NO,NO,NO,15369,120290,29858,4096352,39854,1354407,88086,3839096,2406848,1420568,218984,183137,65662,3107213,502877,887088,226737,2336791,483017,108228,156330,37416,364250,486531
6,Z,2,B2_1,NO,NO,NO,12583,100209,15281,3534475,29114,1162390,66498,3380445,2083767,1241424,165310,138661,41531,2728482,409027,732951,158861,2017035,378826,46240,98447,24271,309668,375714
6,Z,2,B2_2,NO,NO,NO,12864,80196,15190,2884067,35362,942662,56438,2758225,1722299,1020181,151404,111924,36553,2248825,357305,611919,139778,1729225,370364,67244,107345,24739,290069,366885
6,Z,2,B2_3,YES,NO,NO,4074,19267,9454,622452,7595,201848,14920,603897,362943,218477,30563,24042,11580,480791,73619,133358,30275,378053,76807,13537,23281,6179,67743,81860
6,Z,2,stand_01,NO,NO,NO,20384,123103,23094,4215393,36797,1086936,127571,4104216,2190892,1108363,162325,294316,67918,3446713,462433,710355,237087,2379251,369356,81311,127151,23493,364327,337053
6,Z,2,stand_02,YES,NO,NO,4232,17246,7587,569276,9611,145773,21017,554059,297835,150241,24016,43283,18857,448561,67008,108466,34650,314375,50940,16423,19503,4162,51173,50033
6,Z,2,stand_03,YES,NO,NO,6373,25391,9033,918003,10240,227827,27217,893654,468363,232257,34976,56193,17938,716648,100025,156890,50975,498256,79745,23761,27744,5576,79571,72660
6,Z,2,stand_04,NO,NO,NO,12023,62983,13295,2320317,20842,589268,63971,2280712,1200394,607055,82428,145710,36647,1888288,242529,392689,123172,1320695,207403,45008,72538,12984,215685,193751
6,Z,2,stand_05,YES,NO,NO,7580,30036,14775,879883,12699,230243,26691,865143,452130,229797,37037,58022,13795,715072,101814,152687,53724,505693,87933,37044,44405,11905,86148,94664
6,Z,2,stand_06,NO,NO,NO,17543,98897,18187,3281641,30804,852832,97550,3164915,1726342,857657,129838,226165,52134,2671384,355498,548634,178508,1838072,286207,60124,102361,17521,280306,258150
6,Z,2,stand_07,NO,NO,NO,17270,114782,21529,3879581,39202,1005370,117181,3693927,2003974,1000736,153734,268850,64418,3070184,429243,662319,232666,2108047,344686,93465,133699,27266,320123,308743
6,Z,2,stand_08,NO,NO,NO,7737,44545,9381,1613777,16291,406301,41246,1582839,836607,420661,60189,99808,24295,1310020,179646,277347,100465,928642,160314,45962,61763,12896,160655,151743
6,Z,2,stand_09,NO,NO,NO,12716,71620,12304,2579374,23289,654733,69579,2517861,1343674,671980,91632,164991,33355,2102090,271300,416142,133979,1445436,232098,55562,82785,18965,229320,208413
6,Z,2,stand_10,NO,NO,NO,14133,69273,22461,2288374,36639,581462,73077,2237541,1174720,597598,91076,155958,39927,1832778,254026,383694,128934,1252226,194158,51098,72930,11917,190176,176271
6,Z,2,stand_11,NO,NO,NO,12301,53325,24325,1934360,22950,494075,58014,1893552,1003477,507294,75965,126309,33565,1553367,205231,340002,104751,1096011,173154,48188,70769,12330,182587,171130
6,Z,2,stand_12,NO,NO,NO,14435,65550,15608,2069785,24161,537694,66249,1933346,1057604,522603,87240,143561,36676,1578561,224868,351470,123624,1086401,174102,48849,67463,12207,162898,156860
6,Z,2,stand_13,NO,NO,NO,16639,103825,15308,3590907,29408,926848,102498,3442273,1887149,934326,143745,249515,60126,2891014,400673,615565,215968,1994224,326636,84496,119042,23830,308921,288672
6,Z,2,stand_14,NO,NO,NO,17236,102561,19227,3384740,31754,878363,104125,3249781,1780261,886090,133415,235503,55083,2745357,366851,576219,185494,1887084,286781,61070,94526,18551,281019,261476
6,Z,2,E1_1,NO,NO,NO,7273,34399,11905,1251597,14189,267711,26473,1492623,794932,348127,45208,55957,20173,1187507,132766,240659,51132,782105,125577,25540,45127,7450,139722,114125
6,Z,2,E1_2,YES,NO,NO,5613,19199,9623,702350,12029,151111,20453,842844,438389,195530,27610,38350,15064,663466,79422,140878,33067,440782,69416,16607,23941,4280,75071,60898
6,Z,2,E1_3,NO,NO,NO,17476,115723,22637,4605938,39542,1027975,104534,5406692,2945486,1302840,178109,224855,75083,4330877,484385,863315,192847,2711553,390056,86557,135707,17351,414375,348490
6,Z,2,E2_1,NO,NO,NO,18739,106632,20543,3983777,40985,893654,94250,4525647,2540915,1096819,146204,195166,52131,3574574,408220,734784,166126,2209782,322172,62102,93691,16550,335390,280490
6,Z,2,E2_2,NO,NO,NO,16480,105415,16913,4135684,33889,927622,91945,4643491,2632265,1137443,152880,189826,52127,3686484,417776,746505,168404,2272397,339976,68547,108628,16446,350362,296874
6,Z,2,E2_3,NO,NO,NO,11512,47555,14209,2034946,23741,434379,42431,2376356,1283893,555945,76358,90261,36677,1851609,213449,387404,86632,1178120,178057,51995,56004,9002,186706,152623
6,Z,2,E3_1,NO,NO,NO,13844,82491,19317,3315672,34515,726627,75916,3918246,2077595,926306,118825,159514,48926,3117227,348444,621607,136794,1987642,282892,49883,90017,13725,313052,251845
6,Z,2,E3_2,NO,NO,NO,19496,124363,22917,4782281,40910,1068853,108418,5579935,3049841,1339224,176168,229002,61639,4465122,493245,869477,188669,2762048,398130,61778,112801,17532,421712,352785
6,Z,2,E3_3,NO,NO,NO,13603,62946,17766,2831385,25296,597684,57499,3405316,1797519,791521,100021,120147,41513,2752669,298617,544066,113491,1817559,267212,49311,88001,12926,301001,232248
6,Z,2,G1_1,NO,NO,NO,12646,57005,13587,2521277,31635,667750,78200,4522668,2575228,1129038,157148,220261,52406,5260962,540897,757144,189911,3119839,404598,79080,129492,18472,364195,357125
6,Z,2,G1_2,NO,NO,NO,7851,21943,8529,1104508,17159,276572,32148,2016421,1110915,495956,67310,90642,34630,2307296,240267,352079,79574,1456702,194791,43610,66586,9242,192013,178577
6,Z,2,G1_3,NO,NO,NO,12295,57316,13785,2908076,27976,747822,74291,5277994,2965025,1305706,175824,230217,57497,6213766,643124,887719,224990,3825867,546650,111005,185623,28214,505262,480518
6,Z,2,G2_1,NO,NO,NO,10564,42634,9578,2082075,26237,541212,56446,3849085,2152091,957601,131858,173613,43050,4504126,476562,654594,178390,2801895,421818,90772,152733,19282,385496,371994
6,Z,2,G2_2,NO,NO,NO,9942,42720,15919,1707302,27625,453541,60266,3011777,1744194,765781,103642,153129,44180,3481471,368994,513307,125023,2088477,275986,36957,79984,11992,258043,249212
6,Z,2,G2_3,NO,NO,NO,9691,46598,13109,1906500,26141,506600,59563,3408930,1938920,857223,121730,165900,39664,3938926,405782,560473,133960,2364128,316593,54676,101784,14869,288643,287229
6,Z,2,G3_1,YES,NO,YES,2648,8215,7137,162899,5851,38014,15804,223839,129500,59122,11019,22749,12865,235036,35189,60327,18947,199954,24597,8150,10826,2583,31427,24393
6,Z,2,G3_2,NO,NO,NO,16347,113250,19551,3725389,47892,946848,144961,4805679,2989730,1256336,209090,401462,83982,5333988,656122,1143903,336992,4123626,397488,99999,161022,31494,481112,347150
6,Z,2,G3_3,NO,NO,NO,12970,80698,16939,2500940,34692,627951,99998,3241163,1965406,843916,149983,269859,68391,3521865,450027,778618,238142,2765220,300879,93305,123617,27007,344592,258128
6,Z,2,F1_1,NO,NO,NO,13910,49640,14483,3307893,29110,769844,59439,3518718,2487718,1038848,173615,157881,46289,3910634,490786,852605,166791,2920559,338246,65802,108448,18356,345507,312024
6,Z,2,F1_2,NO,NO,NO,17973,42783,15015,2808447,32383,643736,59204,2937345,2032963,857626,141561,139282,42979,3156885,413174,716295,147828,2373860,271342,46332,82328,14380,285966,240550
6,Z,2,F1_3,YES,NO,NO,7716,18430,11241,955850,13929,215612,22322,1034169,700929,298822,51009,46370,17115,1112482,149972,254474,52248,882492,122064,32370,48764,11378,130264,119361
